_id,bid,comment_num,content,created_at,like_num,repost_num,tool,user_id,weibo_url
4897067665459848,MEJaKmUm4,379,【好听！#李玉刚新歌相承唱出非遗有多美#】提一壶清欢赴梦里，茶烟临风飘逸……时光流转、岁月悠长，而薪火承续，情怀如一。循着一曲《相承》追寻跨越千年的非遗之美，用歌声将一脉相承、薪传不息的故事娓娓道来。#李玉刚一开口就有国风感觉#，一起听↓↓央视一套的微博视频 ,2023-05-02,4171,5899,微博视频号,2803301701,https://m.weibo.cn/detail/4897067665459848
4897056457490847,MEISFvqI7,1151,【收藏！#3个妙招缓解返程晕车症状#】五一假期返程路上晕车怎么办？①#按1个穴位减轻晕车不适感#，轻轻画圈式按揉内关穴，每10秒钟放松一下，持续按揉3分钟；②喝生姜水缓解晕车，取5、6片生姜加水煮沸携带饮用；③平时食用百合山楂粥，润肺安神。容易晕车的小伙伴学起来！央视频的微博视频 ,2023-05-02,7877,3014,微博视频号,2803301701,https://m.weibo.cn/detail/4897056457490847
4897039848571465,MEIrSzXPr,562,【感动！#男孩向坚守边境的警察爸爸敬礼#】近日，云南河口出入境边防检查站民警普春华和同事列队前往岗位，5岁的儿子米乐在“五一”假期前来看望。米乐站在路边向坚守岗位的爸爸敬礼，爸爸也向儿子回礼。网友：警察叔叔辛苦了，#这对父子的敬礼太暖了#！新华社的微博视频 ,2023-05-02,6370,381,微博视频号,2803301701,https://m.weibo.cn/detail/4897039848571465
4897030361582918,MEIcA6DMW,418,【帮扩！#帮忙喊杨同学来领作业本#】沂水县的杨同学，看到后请联系@北京公交警方 领一下作业本，#五一假期只剩1天了#，希望来得及……//@平安北京:不行，我还是得帮杨同学努力一把，别让这个假期留遗憾……,2023-05-02,1842,369,微博网页版,2803301701,https://m.weibo.cn/detail/4897030361582918
4897010076882773,MEHFRsSwt,1744,【见者好运！#延时看天琴座流星雨划过夜空#】近期，内蒙古扎赉特旗神山上空繁星流转，偶有天琴座流星雨划过天际，转瞬即逝，梦幻唯美。天地之间，静谧无垠，引人无限遐想。#五一假期一起云赏流星雨# 荔枝风景线的微博视频 ,2023-05-02,8717,1928,微博视频号,2803301701,https://m.weibo.cn/detail/4897010076882773
4896980931446457,MEGUR64hX,377,【属于中国人的浪漫！#五一假期天安门看升旗的氛围感#】4月30日凌晨，北京，天安门广场上聚集着来自全国各地等待看升旗的游客。到了开放时间后，游客们一路狂奔，只为离国旗更近一点。网友：一颗颗奔跑的爱国心！#天安门游客看升旗跑出了百米冲刺#  人民视频的微博视频 ,2023-05-02,1810,227,微博视频号,2803301701,https://m.weibo.cn/detail/4896980931446457
4896972165350183,MEGGImrPh,356,【真帅！#男子救起落水男童问儿子我帅不帅#】5月1日下午，山东青岛，一名6岁男童玩耍时不慎坠河。听到呼救声，在附近游玩的戴志磊立即跳入河中救人。在将男童成功救起后，他笑着问儿子：“我帅不帅？”儿子回答：“帅！”网友：你救人的样子帅爆了！#戴志磊你可真帅# 半岛都市报的微博视频 ,2023-05-02,2205,143,微博视频号,2803301701,https://m.weibo.cn/detail/4896972165350183
4896964326724852,MEGu4sdrm,685,【请查收！#文明观国宝指南#】五一假期，迫不及待去看你的“心上熊”？请注意，#小熊友们有话对你说#↓↓爱它们，就保护好它们吧！中国大熊猫保护研究中心的微博视频 ,2023-05-02,3965,471,微博视频号,2803301701,https://m.weibo.cn/detail/4896964326724852
4896956508539981,MEGhszPDD,516,【马住！#无限翻折纸DIY教程#】用几张简单的小小纸片，和孩子一起做个可以无限翻折的小玩具，动手又动脑。↓↓收藏，来试试自己的动手能力？（猪猪小手工） 人民日报的微博视频 ,2023-05-02,6088,3132,微博视频号,2803301701,https://m.weibo.cn/detail/4896956508539981
4896942104778888,MEFUek3cQ,254,【真·飞檐走壁！#消防员8秒徒手上4楼#】近日，天津河西，消防员比武对抗赛现场演绎徒手上4楼。哨声一响，蓝朋友就有如离弦的箭般冲了出去！网友：上楼比我坐电梯还快，给你们点赞！#消防员飞檐走壁般徒手上4楼#（天津消防） 人民日报的微博视频 ,2023-05-02,1969,207,微博视频号,2803301701,https://m.weibo.cn/detail/4896942104778888
4896920596907450,MEFlxsYWu,344,【马住！#简单动作灵活膝关节#】膝盖伸不直，总感觉发软？推荐一个动作，不仅能拉伸大腿的前群股四头肌，还能灵活膝关节↓↓转存，练习试试！央视一套的微博视频 ,2023-05-02,663,290,微博视频号,2803301701,https://m.weibo.cn/detail/4896920596907450
4896913382706145,MEF9UblZv,519,【小调查：#选旅游目的地你最看重什么#？】五一小长假，你外出旅游了吗？在计划旅游目的地时，哪些因素是你优先考虑的？#你会因为美食去旅游吗#？网红打卡地、演出展览、带娃胜地、自然风光……戳投票↓↓  网页链接 ,2023-05-02,22362,265,微博网页版,2803301701,https://m.weibo.cn/detail/4896913382706145
4896901922557163,MEERqaJez,330,【人民日报仲音：#勇敢肩负起时代赋予的重任#】在基层工作一线摸爬滚打，在科技攻关岗位奋力攀登，在抢险救灾前线冲锋陷阵，在保卫祖国哨位威武守护…今天，广大青年肩负起时代赋予的重任，绽放出自信自强、刚健有为的精神风貌和青春光彩。#激扬青春# 人民日报仲音：勇敢肩负起时代赋予的重任 ,2023-05-02,1411,560,微博 weibo.com,2803301701,https://m.weibo.cn/detail/4896901922557163
4896890683130417,MEEzid8mB,339,【#防治哮喘须先控制过敏性鼻炎#】哮喘是一种常见的呼吸道疾病，因为难以根治，被世界卫生组织列为四大顽症之一。专家介绍，#过敏性鼻炎是发展为哮喘的高危因素#，通过治疗过敏性鼻炎可减轻哮喘症状、降低发病率。今天是“世界哮喘日”，了解周知↓↓（央视） 人民日报的微博视频 ,2023-05-02,1078,553,微博视频号,2803301701,https://m.weibo.cn/detail/4896890683130417
4896883737101915,MEEo5tNx1,740,【全程高燃！#当歼20遇上国风bgm#】腾空而起、直冲云霄、爬升翻滚…这些歼-20的高燃瞬间，你见过吗↓↓#歼20质感大片#，戳视频感受~央视军事的微博视频 ,2023-05-02,4699,828,微博视频号,2803301701,https://m.weibo.cn/detail/4896883737101915
4896872533593913,MEE61f4Wl,2022,【致敬！#假期依然坚守岗位的劳动者#】交警、消防员、武警官兵、环卫工人、医护人员、工人…这个五一假期，有无数人坚守在岗位上。致敬之余，也要让更多假日加班的劳动者得到相应报酬，享受到更多保障。你们辛苦了！#光荣属于劳动者# ,2023-05-02,9745,2049,微博网页版,2803301701,https://m.weibo.cn/detail/4896872533593913
4896865651261668,MEDUV5idu,824,【万千宠爱！#花花所在幼年熊猫别墅有多火爆#】大熊猫“花花”，身材矮胖，行动缓慢，经常被其他大熊猫抢食，憨态可掬萌化粉丝的心。在成都大熊猫繁育研究基地，“五一”游客剧增，#来看花花的游客排起了长队#，以“花花果赖”为主题的部分周边产品已经缺货…… 排队超2小时，吸“猫”3分钟！成都大熊猫周边卖缺货 ,2023-05-02,5117,545,微博 weibo.com,2803301701,https://m.weibo.cn/detail/4896865651261668
4896852396214872,MEDzxq4LS,773,【小投票：#你会因为美食去旅游吗#】#五一假期还剩2天#，人们出去旅游的动机各不相同，有的人因为想看风景，也有的人纯粹因为想吃美食。统计数据显示，#四成游客旅游都是为了吃#，你会因为想吃剁椒鱼头就去湖南长沙旅游吗？戳视频，参与投票写出你的答案↓↓↓ 人民日报的微博视频 ,2023-05-02,3457,339,微博视频号,2803301701,https://m.weibo.cn/detail/4896852396214872
4896844021237492,MEDm25bVy,2242,【成功需要日复一日的努力，必须坚持到底】我们总在向往成功，但也需要明白成功并非一蹴而就的。它源于点滴的积累，也在于日常习惯的养成。坚持终身学习，设定长远目标，合理规划时间…提升自我的9个好习惯↓↓#五一假期还剩2天#，抓住机会，提升自我。早安！ ,2023-05-02,6770,3713,微博网页版,2803301701,https://m.weibo.cn/detail/4896844021237492
4896724294304011,MEAeVi3Fx,1505,【#你好，明天#】今天，“五一”国际劳动节。无论我在岗，还是“我在场”，每一种坚守都有不寻常的意义。再平凡的岗位，也能干出不平凡的业绩，致敬每一个努力生活的人，愿你的每一滴汗水都不被辜负，愿你获得饱满而富有质感的幸福。 ,2023-05-01,4512,1157,微博网页版,2803301701,https://m.weibo.cn/detail/4896724294304011
4896708562000102,MEzPy8ojI,1394,【好听！#张杰燃唱奔腾#，致敬劳动者】“取千山冰雪皑皑，入我襟怀；听惊涛拍岸卷起，神州风采。”@张杰 演唱歌曲《奔腾》，用歌声致敬所有劳动者。每一个努力的你，都闪闪发光！戳视频↓↓ 人民日报的微博视频 ,2023-05-01,16280,3279,微博视频号,2803301701,https://m.weibo.cn/detail/4896708562000102
4896700260946299,MEzCa3YaT,3510,【心怀热爱，奔赴山海！#周深向光而行#】“迎着光，追着光，向光而行为热爱；再跌撞，也要闯，十年一日不更改。”五一劳动节，@卡布叻_周深 动情演唱歌曲《向光而行》，#周深追光歌唱太暖了#，送给屏幕前拼搏奋斗的你和我↓↓共勉，一起听！ 网页链接 ,2023-05-01,41903,7916,微博视频号,2803301701,https://m.weibo.cn/detail/4896700260946299
4896688395262205,MEzj1m4Wh,547,【全国游泳冠军赛：#潘展乐男子100米自由泳打破亚洲纪录#】#潘展乐打破亚洲纪录夺冠# 在5月1日晚进行的2023年全国游泳冠军赛男子100米自由泳决赛中，浙江队选手潘展乐以47秒22夺得冠军，成绩超过该项目亚洲纪录（47秒56），恭喜！（人民日报记者孙龙飞） ,2023-05-01,4022,372,微博网页版,2803301701,https://m.weibo.cn/detail/4896688395262205
4896683098642135,MEzatAgdh,455,【小调查：五一假期过半，#假期最后2天准备怎么过#？】今天是5月的第1天，也是五一假期的第3天。过去几天，你过得还充实吗？#五一假期余额2天#，你打算如何度过？戳投票↓↓  网页链接 ,2023-05-01,22869,180,微博网页版,2803301701,https://m.weibo.cn/detail/4896683098642135
4896673296291547,MEyUFqoIz,445,【马住！#消防员版4分钟高效燃脂训练#】每逢佳节胖三斤？“五一”假期，会吃也要会动。#一组动作让你假期不养膘#，跟“蓝朋友”一起练起来吧！（广东消防） 人民日报的微博视频 ,2023-05-01,4080,1807,微博视频号,2803301701,https://m.weibo.cn/detail/4896673296291547
4896662407615203,MEyD6vX3R,833,【祝贺！#全球14座8000米级高峰她全部登顶#】#董红娟世界首位登顶14座8000米级高峰女性# 4月26日，中国登山者董红娟（静雪）登顶海拔8027米的希夏邦马峰，成为全球首位登顶14座海拔8000米级高峰的女性。为她点赞！董红娟（静雪）：世界首位完成攀登世界14座8000米以上高峰的女性 ,2023-05-01,5393,700,微博网页版,2803301701,https://m.weibo.cn/detail/4896662407615203
4896655051326689,MEyrf5z8d,483,【治愈！#夕阳下的洱海棉花糖云#】4月30日傍晚，云南大理，洱海上空出现一朵旋转的云彩。云朵一边旋转，一边在夕阳的映照下变幻色彩。摄影师用延时摄影记录下这一美好时刻。网友：#洱海上空旋转云彩好解压#！转发传递美好↓↓新华社的微博视频 ,2023-05-01,1903,515,微博视频号,2803301701,https://m.weibo.cn/detail/4896655051326689
4896624972663058,MExEJbaMy,466,【转存！#兵哥哥萌漫版颈椎保健操#】你是否经常低头玩手机，颈椎总是不舒服？推荐一套简单好做的保健操，双掌擦颈、悬肩舒颈、迎头望掌……带你#8个动作放松颈椎#↓↓收藏一起做！军医萌漫丨颈椎总是不舒服，又想不起来缓解动作怎么办？ ,2023-05-01,3490,1747,微博网页版,2803301701,https://m.weibo.cn/detail/4896624972663058
4896617486355366,MExsEqFjU,241,【快来查收！#国乒天团的劳动节祝福#】国乒运动员心目中的“乒坛劳模”是谁？怎样才算是“劳模”？全力以赴克服困难、体力足精力足、传递榜样力量……#谁是乒坛劳模#？中国乒乓球队的他们这样说↓↓WTT世界乒联的微博视频 ,2023-05-01,3083,174,微博视频号,2803301701,https://m.weibo.cn/detail/4896617486355366
4896610004243284,MExgAhNS4,327,【辛苦了！#这不是科幻片这是边关战士日常#】当《流浪地球》BGM遇上狂风怒号、暴雪席卷的边关巡逻路，大风能使风力测速表失灵。这就是边防军人的戍边日常，真实又震撼！#风雪边关的战士如置身流浪地球#↓↓致敬！央广军事的微博视频 ,2023-05-01,1772,287,微博视频号,2803301701,https://m.weibo.cn/detail/4896610004243284
4896590941131744,MEwLQ4KpW,193,【直播：#云南摸你黑狂欢节有多热闹#】“摸黑一脸快乐一年，摸黑一身幸福终身”。5月1日，2023年中国佤族司岗里摸你黑狂欢节在云南省临沧市沧源佤族自治县盛大开启。来自国内外的游客齐聚佤山沧源，共赴这场让人“抛弃烦恼、释放激情”的泥浆狂欢。戳直播↓↓一起感受！  人民日报的微博直播 ,2023-05-01,615,104,微博直播平台,2803301701,https://m.weibo.cn/detail/4896590941131744
4896581504209199,MEwwChF0j,577,【速速围观！#2只熊猫滚滚在树上打擂台#】#熊猫界抢树比赛有多激烈#？比赛正式开始，输的选手就乖乖下去吧！网友：一树不容俩熊iPanda熊猫频道的微博视频 ,2023-05-01,1585,590,微博视频号,2803301701,https://m.weibo.cn/detail/4896581504209199
4896567892640144,MEwaFb4OY,814,【见者好运！#白凤凰双双飞跃瀑布宛如仙子#】近日，福建永安，摄影师拍到两只国家二级保护动物白鹇飞过瀑布，翩若惊鸿，宛如仙境神鸟。网友：愿好事成双！ 人民网的微博视频 ,2023-05-01,3889,1052,微博视频号,2803301701,https://m.weibo.cn/detail/4896567892640144
4896561249128307,MEvZWCiGL,348,【收藏！#1套不伤腰的腹肌显形锻炼法#】拥有线条分明的腹肌是很多健身一族的追求，其实这块肌肉群对每个人都很重要。腹肌负责“系住”你的腰椎，防止它超过安全活动范围而受伤。#盖住腹肌的脂肪用处可不小#，但如果你有这2种小肚腩最好努力减掉↓↓一起动起来，迎接夏天！（生命时报） ,2023-05-01,1690,993,微博网页版,2803301701,https://m.weibo.cn/detail/4896561249128307
4896551812464866,MEvKJaldU,683,【真功夫！#被身怀绝技的民间高手惊艳到了#】生活中，你见过哪些惊艳到你的民间绝技？熟能生巧的“劳动手艺”、独居匠心的“妙招绝活”，都令人叹为观止。每个岗位都不平凡，每个人都不普通。今天是“五一”国际劳动节，致敬每一个奋斗的劳动者，#致敬每一位身怀绝技的你#！ 人民日报的微博视频 ,2023-05-01,3610,1005,微博视频号,2803301701,https://m.weibo.cn/detail/4896551812464866
4896540575402454,MEvsBmFqm,394,【转需！#1个动作助孩子长高#】青春期是增长身高的“黄金期”，用什么方法可以科学帮助孩子长高？假期期间，教孩子学习立卧撑跳的动作，注意做的时候要保持肩、髋、膝、踝在一条直线上，使全身的肌肉和骨骼都得到锻炼↓↓一起练起来吧！央视一套的微博视频 ,2023-05-01,2128,958,微博视频号,2803301701,https://m.weibo.cn/detail/4896540575402454
4896534091268831,MEvi95k51,1229,【#习语#｜#好日子都是靠奋斗来的#】“好日子都是靠奋斗来的。”“社会主义是干出来的。”今天，“五一”国际劳动节，重温习近平总书记和劳动人民在一起的温暖瞬间。 人民日报的微博视频 ,2023-05-01,33020,2546,微博视频号,2803301701,https://m.weibo.cn/detail/4896534091268831
4896520840940633,MEuWM3WHv,1129,【致每一个平凡而伟大的劳动者：#今天我想表彰我自己#】勤勤恳恳的你，挥洒汗水的你，平凡坚守的你，无私奉献的你……无论你在什么岗位，从事什么职业，每一个努力奋斗的你，都值得喝彩！今天是五一劳动节，带话题#今天我想表彰我自己#发条微博，#光荣属于劳动者#，节日快乐！ ,2023-05-01,4574,1909,微博网页版,2803301701,https://m.weibo.cn/detail/4896520840940633
4896499772949201,MEuoNcndL,741,【风景如画！#西湖与落日晚霞同框有多浪漫#】近期，浙江杭州，日暮时分，霞光铺满整个天空，道道金光洒落西湖，水面浮光掠金；夕照古塔，天上风云涌动，晚霞、流水、小桥、行人相映成景，画面瑰丽似锦，唯美浪漫！#沉浸式打卡日暮时分的西湖# 荔枝风景线的微博视频 ,2023-05-01,1759,570,微博视频号,2803301701,https://m.weibo.cn/detail/4896499772949201
4896491820811748,MEubY3paI,350,【#劳动节微纪录片#：#你早上看到的是有人凌晨精心准备的#】夜班飞机、深夜打车、凌晨早饭，或许，你也曾披星戴月奔波过。你是否注意到，一路上，都有人为生活打拼着，也为睡梦中的大多数人，准备好新的一天。阳光缺席，但星辰犹在，奋斗者自带光芒↓↓#光荣属于劳动者# 人民日报的微博视频 ,2023-05-01,1496,447,微博视频号,2803301701,https://m.weibo.cn/detail/4896491820811748
4896479082184968,MEtRq9apq,832,【今天劳动节，为自己发条微博】互道一声：辛苦了。#愿所有用心耕耘的人都有收获#！#光荣属于劳动者# ,2023-05-01,2244,1250,微博网页版,2803301701,https://m.weibo.cn/detail/4896479082184968
4896360605683135,MEqMknQrt,765,【#你好，明天#】创造历史！中国棋手丁立人勇夺国际象棋男子个人世界冠军。对丁立人来说，这是最好的劳动节礼物；对中国男子国象来说，这是第一个个人世界冠军，数代人的梦想一朝绽放。锚定清晰目标，逐梦黑白世界，无惧棋盘玄机，在人生对弈中，你也可以笑到最后。 ,2023-04-30,3119,365,微博网页版,2803301701,https://m.weibo.cn/detail/4896360605683135
4896352612647499,MEqzrb6JB,812,【紫色浪漫！#昆明北京路延长线蓝花楹盛开#】每到人间四月天，盛放的蓝花楹总能成为昆明一景。最近几天，昆明北京路延长线的蓝花楹开了，戳视频↓一起欣赏。云南日报的微博视频 ,2023-04-30,2530,531,微博视频号,2803301701,https://m.weibo.cn/detail/4896352612647499
4896347382090863,MEqr08LVB,1094,【夜读：今年已过1/3，8个自律法则送给专注成长的你】今天过后，2023年就过完三分之一了。过去这四个月，你过得怎么样？年初制订的计划完成了多少？今晚送你8个简单的法则↓↓助你养成自律的习惯，成长为更强大的自己。共勉。 【夜读】今年已过1/3，8个自律法则送给专注成长的你 ,2023-04-30,1970,817,微博 weibo.com,2803301701,https://m.weibo.cn/detail/4896347382090863
4896337789977950,MEqbwFRIG,473,【创造历史！#丁立人勇夺国象世界冠军#】北京时间4月30日晚，从哈萨克斯坦阿斯塔纳传来喜讯：在2023国际棋联世界冠军赛中，中国棋手丁立人经过快棋加赛，战胜俄罗斯棋手涅波姆尼亚奇，勇夺国际象棋男子个人世界冠军！（人民日报记者郑轶） #丁立人夺国象世界棋王# ,2023-04-30,3403,550,微博网页版,2803301701,https://m.weibo.cn/detail/4896337789977950
4896321658425196,MEpLvzlMg,1006,【人人人人人，#多家景区发布限流公告#】“五一”假期持续火爆。4月30日，多家景区发布限流公告↓↓#五一假期才第2天已经玩累了# 人人人人人，多地景区发布限流公告 ,2023-04-30,5259,916,微博 weibo.com,2803301701,https://m.weibo.cn/detail/4896321658425196
4896314708199889,MEpAiypah,959,【节日在战位！#五一人流中那一抹橄榄绿#】“五一”假期，各地武警官兵坚守执勤一线，在重点景区，机场、车站等交通枢纽执勤巡逻，守护人民群众的出行安全，为大家保驾护航。致敬！央广军事的微博视频 ,2023-04-30,5224,931,微博视频号,2803301701,https://m.weibo.cn/detail/4896314708199889
4896293891870249,MEp2J7Qxj,329,【辛苦了！#稻城数百群众夹道欢送灭火英雄#】4月29日，四川甘孜，经过10个昼夜的奋战，稻城森林火灾扑灭，民众硬核“投喂”模式开启，用最淳朴的方式感谢灭火英雄。（成都市广播电视台） 人民日报的微博视频 ,2023-04-30,2058,205,微博视频号,2803301701,https://m.weibo.cn/detail/4896293891870249
4896281459168515,MEoIFCt9h,269,【#你平时的坐姿正确吗#】长期保持不良坐姿可能会对我们的腰椎造成伤害，今天给大家展示一下正确坐姿：坐下时臀部与椅子接触后，慢慢向后挪动到椅子根部，随后身体保持直立，双肩微微向后旋。戳视频↓↓看看你平时坐对了吗？CCTV生活圈的微博视频 ,2023-04-30,1005,545,微博视频号,2803301701,https://m.weibo.cn/detail/4896281459168515
4896272240348785,MEotO1sJz,1097,#激扬青春#【#许嵩郎朗用一首歌唱出青春的向往#】“翻山越岭为你奔赴远方，我心有所向，滂沱大雨难熄的炽热向往。”在《#经典咏流传#正青春》中，许嵩和郎朗用主题曲《心有所向》唱出青春的热爱与向往，希望大家都有不畏惧困难、敢于迎接挑战的力量和勇气一起听↓↓ 人民日报的微博视频 ,2023-04-30,9554,40809,微博视频号,2803301701,https://m.weibo.cn/detail/4896272240348785
4896267467489874,MEom6vqsq,464,【禁毒小卫士！#3名小学生发现笑气果断报警获奖励#】近日，浙江常山，3名小学生用电话手表报警，称发现“笑气”。他们介绍，在禁毒课上看到过这一类图片。民警到场后发现，的确是使用过的“笑气”瓶子。为表扬他们，民警特意去学校颁发奖状，并送上奖金和礼品。人民网的微博视频 ,2023-04-30,5104,360,微博视频号,2803301701,https://m.weibo.cn/detail/4896267467489874
4896246591914451,MEnOr822f,530,【初心不改】打坝、修渠、种树…数十年来，习近平总书记所到之处都留下了他与人民同劳动的温暖记忆。时光荏苒，初心不改，躬身力行，永葆劳动人民本色。#习近平向全国广大劳动群众致以节日的祝贺# ,2023-04-30,4776,797,微博网页版,2803301701,https://m.weibo.cn/detail/4896246591914451
4896239654800525,MEnDfk8PP,319,【#5月起这些新规将实施#】①加强野生动物栖息地保护；②#互联网弹出广告应确保一键关闭#；③规范社保基金监督举报；④天津：大学生创业可申请租房补贴；⑤江苏：将消防知识编入教材。更多↓↓与你我有关！明天起，这些新规将影响你的生活 ,2023-04-30,1334,376,微博网页版,2803301701,https://m.weibo.cn/detail/4896239654800525
4896231711051075,MEnqr4pqP,976,【假期在家，叫上家人练练八段锦】八段锦是中国古代传统功法，八个动作各有侧重，坚持练习，对各类疾病的康复都有帮助。#八段锦动图教学版#↓↓这个“五一”假期，做个“锦友”吗？ ,2023-04-30,10622,7527,微博网页版,2803301701,https://m.weibo.cn/detail/4896231711051075
4896216804492719,MEn2oiQLd,1528,【#丫丫在北京动物园的伙伴们#】除了#西直门三太子#，北京动物园还有哪些大熊猫？古古、萌萌、萌大、萌二、#萌兰#、福星、萌宝、萌玉、白天、点点…你分得清吗？戳↓↓看谁是“北京动物园大熊猫十级学者”！ 让我看看，谁是“北京动物园大熊猫十级学者”！ ,2023-04-30,16371,1970,微博 weibo.com,2803301701,https://m.weibo.cn/detail/4896216804492719
4896206692815697,MEmM5bOut,773,【见者好运！#成双成对的莲花#】4月29日，河北张家口，市民公园内莲花绽放，朵朵摇曳生姿，满池清香袭人。欣赏！ ,2023-04-30,2540,645,微博网页版,2803301701,https://m.weibo.cn/detail/4896206692815697
4896182642412856,MEm9ia7H2,244,【慢直播：#大熊猫看人从众#】11点—12点，#大熊猫直播来啦#！一起看看大熊猫在干什么~人民日报的微博直播 ,2023-04-30,676,109,微博网页版,2803301701,https://m.weibo.cn/detail/4896182642412856
4896178922065943,MEm3i8FrF,525,【小调查：#一个词形容这个五一假期#】#五一假期第2天#，全国多地继续“人从众”模式。你现在是什么状态↓↓   网页链接 ,2023-04-30,17049,274,微博网页版,2803301701,https://m.weibo.cn/detail/4896178922065943
4896169082228256,MElNq9lFC,394,【浪漫！#霞浦不只有滩涂还有蓝眼泪#】4月29日凌晨，福建宁德，霞浦吕峡爆发蓝眼泪。“蓝眼泪”随浪袭来，行走海边，仿佛置身蓝色星河。#霞浦蓝眼泪特写# 人民日报的微博视频 ,2023-04-30,1108,257,微博视频号,2803301701,https://m.weibo.cn/detail/4896169082228256
4896154460095981,MElpQ0oY5,613,【#梅里雪山拔地而起的震撼瞬间# 生活总有惊喜等你！】近日，云南迪庆。摄影师拍到梅里雪山“拔地而起”的瞬间，山势雄壮，巍然屹立，浪漫又震撼。云南日报的微博视频 ,2023-04-30,2765,499,微博视频号,2803301701,https://m.weibo.cn/detail/4896154460095981
4896143828585305,MEl8GA1qF,1130,【五一#人人人你人人人名场面#，有你吗？】用#一个词形容这个五一假期#，网友：人山人海、人流如潮、游人如织……直拍全国各地“人从众”名场面↓↓你觉得#人从众太酷啦还是太苦了#？合理安排行程，祝你玩得开心。 人民日报的微博视频 ,2023-04-30,5727,825,微博视频号,2803301701,https://m.weibo.cn/detail/4896143828585305
4896127822595873,MEkISaTiV,516,【#没有一种爱需要暴力# 今天，请为孩子们发条微博】#今天国际不打小孩日#。不止今天，希望每天都是“不打小孩日”：对待孩子，多点宽容，多点拥抱，试着引导。传递，向体罚和暴力说不。 ,2023-04-30,2243,725,微博网页版,2803301701,https://m.weibo.cn/detail/4896127822595873
4896118167830841,MEktiwR9T,1567,【走累了就回头看看，沿途都是风景】今天过后，#2023要过去三分之一了#。过去四个月，你过得好吗？趁现在，整理过往，期许未来。今天，发#一条微博告别4月#↓↓↓早安。 ,2023-04-30,2806,1679,微博网页版,2803301701,https://m.weibo.cn/detail/4896118167830841
4896001070204885,MEhqr0RiB,1960,【#你好，明天#】“五一”假期第一天，全国多地开启“人从众”模式。人在景中游，景在心中留，眼前是壮美山河，处处有市井烟火，它们共同构成了充满活力的中国。乐享假期，体察美好，假日快乐！ ,2023-04-29,6141,1394,微博网页版,2803301701,https://m.weibo.cn/detail/4896001070204885
4895991054470190,MEhahiKTQ,1590,【夜读：努力让自己成为一个温暖的人】让人感受到温暖，是一种能力。一个人的顶级魅力，不是一见倾心的外表，而是刻在骨子里的教养，是发自心底的真诚和善良。当善良遇见了温柔，便是人间绝配。但行好事，莫问前程。爱与被爱，诗与远方，都会到来。共勉。 【夜读】努力让自己成为一个温暖的人 ,2023-04-29,2855,1244,微博 weibo.com,2803301701,https://m.weibo.cn/detail/4895991054470190
4895972678702663,MEgGDAvXx,742,【#全人群保姆级防晒攻略#】夏天即将拉开序幕，皮肤更容易受到紫外线的暴击。比起晒黑、抗衰老，防晒更重要的功能是预防皮肤病的发生。生活中做到哪些细节能让防晒效果加倍？戳↓↓“五一”假期出游的你，别忘了做好防晒工作。#五一假期出行提示#（生命时报） ,2023-04-29,3990,1862,微博网页版,2803301701,https://m.weibo.cn/detail/4895972678702663
4895953749810326,MEgc6Fa74,321,【震撼来袭！#高速相机拍摄雷电击中325米高塔#】4月28日北京遭遇强对流天气，中科院大气所325米气象高塔遭遇雷击，过程被大气所郄秀书研究员团队拍摄到，一起来感受一下震撼的过程。（中科院之声） 人民日报的微博视频 ,2023-04-29,2671,523,微博视频号,2803301701,https://m.weibo.cn/detail/4895953749810326
